Number of Records,Avg Temp,Cause Group,Date (Weather.Csv),Date,Duration Precipitation,Humidity,Max Precipitation,Max Sight,Max Temp,Max Windgust,Max Windspeed,Min Humidity,Min Sight,Min Temp,Min Windspeed,Ns Lines,Statistical Cause En,Total Precipitation,Windspeed
1,18,accidents,02-Aug-15,02-Aug-15,0,70,0,80,25,7,4,40,40,9,1,Roosendaal-Vlissingen,person hit by a train,0,2
1,18,infrastructure,02-Aug-15,02-Aug-15,0,70,0,80,25,7,4,40,40,9,1,Breda-Dordrecht,signal and level crossing failure,0,2
1,22,external,03-Aug-15,03-Aug-15,0,70,0,80,30,10,6,40,60,15,1,Alkmaar-Haarlem,copper theft,0,4
1,22,rolling stock,03-Aug-15,03-Aug-15,0,70,0,80,30,10,6,40,60,15,1,Schiphol-Almere C./Hilversum/Utrecht C.,broken down train,0,4
1,22,rolling stock,03-Aug-15,03-Aug-15,0,70,0,80,30,10,6,40,60,15,1,Heerlen-Maastricht,defective trains,0,4
1,22,infrastructure,03-Aug-15,03-Aug-15,0,70,0,80,30,10,6,40,60,15,1,Groningen-Leer (Ostfr.)/Veendam,signal failure,0,4
1,22,rolling stock,03-Aug-15,03-Aug-15,0,70,0,80,30,10,6,40,60,15,1,Arnhem-Winterswijk,broken down train,0,4
1,22,accidents,03-Aug-15,03-Aug-15,0,70,0,80,30,10,6,40,60,15,1,Zwolle-Amersfoort,person hit by a train,0,4
1,22,logistical,03-Aug-15,03-Aug-15,0,70,0,80,30,10,6,40,60,15,1,Leiden C.-Utrecht C.,an earlier disruption,0,4
1,22,accidents,03-Aug-15,03-Aug-15,0,70,0,80,30,10,6,40,60,15,1,Utrecht C.-Ede-Wageningen/Rhenen,person hit by a train,0,4
1,17,engineering work,04-Aug-15,04-Aug-15,4,80,2,80,21,11,6,60,50,13,1,Mariënberg-Almelo,engineering works,6,4
1,17,infrastructure,04-Aug-15,04-Aug-15,4,80,2,80,21,11,6,60,50,13,1,Zwolle-Emmen,signalling and points failure,6,4
1,17,infrastructure,04-Aug-15,04-Aug-15,4,80,2,80,21,11,6,60,50,13,1,Den Haag C.-Den Haag HS/Utrecht C.,points failure,6,4
1,17,infrastructure,04-Aug-15,04-Aug-15,4,80,2,80,21,11,6,60,50,13,1,Zwolle-Kampen,signalling and points failure,6,4
1,17,infrastructure,04-Aug-15,04-Aug-15,4,80,2,80,21,11,6,60,50,13,1,Utrecht C.-Alphen a/d Rijn/Gouda,damaged overhead wires,6,4
1,17,infrastructure,04-Aug-15,04-Aug-15,4,80,2,80,21,11,6,60,50,13,1,Den Haag HS-Den Haag C.,points failure,6,4
1,17,infrastructure,04-Aug-15,04-Aug-15,4,80,2,80,21,11,6,60,50,13,1,Arnhem-Nijmegen,level crossing failure,6,4
1,17,infrastructure,04-Aug-15,04-Aug-15,4,80,2,80,21,11,6,60,50,13,1,Arnhem-Winterswijk,defective point,6,4
1,17,infrastructure,04-Aug-15,04-Aug-15,4,80,2,80,21,11,6,60,50,13,1,Seinstoring Houten voorbij.,signal failure,6,4
1,19,logistical,05-Aug-15,05-Aug-15,0,70,0,80,25,9,5,40,60,12,2,Maastricht-Liège-Guillemins,railway problems abroad,0,3
1,19,infrastructure,05-Aug-15,05-Aug-15,0,70,0,80,25,9,5,40,60,12,2,Leiden C.-Schiphol,damaged railway bridge,0,3
1,19,accidents,05-Aug-15,05-Aug-15,0,70,0,80,25,9,5,40,60,12,2,Delft-Rotterdam C.,person hit by a train,0,3
1,19,rolling stock,05-Aug-15,05-Aug-15,0,70,0,80,25,9,5,40,60,12,2,Schiphol-Leiden C.,broken down train,0,3
1,19,infrastructure,05-Aug-15,05-Aug-15,0,70,0,80,25,9,5,40,60,12,2,Rotterdam C.-Gouda,defective railway track,0,3
1,19,infrastructure,05-Aug-15,05-Aug-15,0,70,0,80,25,9,5,40,60,12,2,Heerlen-Aachen Hbf/Kerkrade C.,signal failure,0,3
1,19,rolling stock,05-Aug-15,05-Aug-15,0,70,0,80,25,9,5,40,60,12,2,Roermond-Venlo,stranded train,0,3
1,21,infrastructure,06-Aug-15,06-Aug-15,0,70,0,80,28,11,7,50,50,14,1,Rotterdam C.-Gouda,signal and level crossing failure,0,3
1,21,rolling stock,06-Aug-15,06-Aug-15,0,70,0,80,28,11,7,50,50,14,1,Schiphol-Almere C./Hilversum/Utrecht C.,broken down train,0,3
1,21,rolling stock,06-Aug-15,06-Aug-15,0,70,0,80,28,11,7,50,50,14,1,Amsterdam C.-Rotterdam C.,broken down train,0,3
1,20,infrastructure,07-Aug-15,07-Aug-15,1,80,1,80,26,8,4,60,40,13,1,Leeuwarden-Groningen,broken level crossing,2,3
1,20,unknown,07-Aug-15,07-Aug-15,1,80,1,80,26,8,4,60,40,13,1,Maastricht-Heerlen,an obstruction on the line,2,3
1,20,accidents,07-Aug-15,07-Aug-15,1,80,1,80,26,8,4,60,40,13,1,Apeldoorn,person hit by a train,2,3
1,20,unknown,07-Aug-15,07-Aug-15,1,80,1,80,26,8,4,60,40,13,1,Apeldoorn-Zutphen,an obstruction on the line,2,3
1,20,infrastructure,07-Aug-15,07-Aug-15,1,80,1,80,26,8,4,60,40,13,1,Roermond-Sittard,points failure,2,3
1,20,infrastructure,07-Aug-15,07-Aug-15,1,80,1,80,26,8,4,60,40,13,1,Roermond-Venlo,points failure,2,3
1,20,rolling stock,07-Aug-15,07-Aug-15,1,80,1,80,26,8,4,60,40,13,1,Baarn-Utrecht C.,broken down train,2,3
1,20,infrastructure,07-Aug-15,07-Aug-15,1,80,1,80,26,8,4,60,40,13,1,Roermond-Sittard,points failure,2,3
1,20,rolling stock,07-Aug-15,07-Aug-15,1,80,1,80,26,8,4,60,40,13,1,Rotterdam C.-Hoek v H. Strand,problems with the rolling stock,2,3
1,20,engineering work,07-Aug-15,07-Aug-15,1,80,1,80,26,8,4,60,40,13,1,Amsterdam Centraal tussen 20.45 en 23.00 uur,repair works,2,3
1,20,infrastructure,07-Aug-15,07-Aug-15,1,80,1,80,26,8,4,60,40,13,1,Schiphol-Utrecht C.,points failure,2,3
1,20,engineering work,07-Aug-15,07-Aug-15,1,80,1,80,26,8,4,60,40,13,1,Amsterdam C.-Almere C./Amersfoort/Gouda/Hilversum/Schiphol/Utrecht C.,repair works,2,3
1,20,rolling stock,07-Aug-15,07-Aug-15,1,80,1,80,26,8,4,60,40,13,1,Zutphen-Hengelo,broken down train,2,3
1,18,external,08-Aug-15,08-Aug-15,0,80,0,80,22,8,5,50,50,12,1,Utrecht C.-Alphen a/d Rijn/Gouda,person on the railway track,0,3
1,18,rolling stock,08-Aug-15,08-Aug-15,0,80,0,80,22,8,5,50,50,12,1,Sittard-Liège-Guillemins/Maastricht Randw,broken down train,0,3
1,18,infrastructure,08-Aug-15,08-Aug-15,0,80,0,80,22,8,5,50,50,12,1,Dordrecht-Roosendaal,points failure,0,3
1,18,external,08-Aug-15,08-Aug-15,0,80,0,80,22,8,5,50,50,12,1,Alkmaar-Zaandam,tree on the track,0,3
1,18,rolling stock,08-Aug-15,08-Aug-15,0,80,0,80,22,8,5,50,50,12,1,Apeldoorn-Deventer,broken down train,0,3
1,18,external,08-Aug-15,08-Aug-15,0,80,0,80,22,8,5,50,50,12,1,Nijmegen-Venlo,an emergency call,0,3
1,18,accidents,09-Aug-15,09-Aug-15,0,80,0,80,24,6,3,50,50,11,0,Roosendaal-Breda,person hit by a train,0,2
1,19,infrastructure,10-Aug-15,10-Aug-15,0,80,0,80,24,7,4,60,40,15,1,Den Haag C.-Den Haag HS,points failure,0,2
1,19,accidents,10-Aug-15,10-Aug-15,0,80,0,80,24,7,4,60,40,15,1,Assen-Groningen,damaged railway bridge,0,2
1,19,engineering work,10-Aug-15,10-Aug-15,0,80,0,80,24,7,4,60,40,15,1,Zwolle-Amersfoort na 17.00 uur,repair works,0,2
1,19,engineering work,10-Aug-15,10-Aug-15,0,80,0,80,24,7,4,60,40,15,1,Den Haag C-Den Haag HS na 16.25 uur,repair works,0,2
1,19,engineering work,10-Aug-15,10-Aug-15,0,80,0,80,24,7,4,60,40,15,1,Den Haag HS-Den Haag C.,repair works,0,2
1,19,engineering work,10-Aug-15,10-Aug-15,0,80,0,80,24,7,4,60,40,15,1,Amersfoort-Zwolle,repair works,0,2
1,19,external,10-Aug-15,10-Aug-15,0,80,0,80,24,7,4,60,40,15,1,Rotterdam C.,an emergency call,0,2
1,19,external,10-Aug-15,10-Aug-15,0,80,0,80,24,7,4,60,40,15,1,Schiphol,fire alarm,0,2
1,19,logistical,10-Aug-15,10-Aug-15,0,80,0,80,24,7,4,60,40,15,1,Dordrecht-Den Haag HS,an earlier disruption,0,2
1,19,accidents,10-Aug-15,10-Aug-15,0,80,0,80,24,7,4,60,40,15,1,Gouda-Den Haag C.,person hit by a train,0,2
1,19,external,11-Aug-15,11-Aug-15,0,80,0,80,24,7,4,60,20,14,1,Utrecht C.-'s-Hertogenbosch/Tiel,an emergency call,0,2
1,19,logistical,11-Aug-15,11-Aug-15,0,80,0,80,24,7,4,60,20,14,1,Arnhem-Köln Hbf,railway problems abroad,0,2
1,19,external,11-Aug-15,11-Aug-15,0,80,0,80,24,7,4,60,20,14,1,Schiphol,fire alarm,0,2
1,19,rolling stock,11-Aug-15,11-Aug-15,0,80,0,80,24,7,4,60,20,14,1,Leiden C.-Schiphol,broken down train,0,2
1,19,rolling stock,11-Aug-15,11-Aug-15,0,80,0,80,24,7,4,60,20,14,1,Heerlen-Sittard,defective trains,0,2
1,19,infrastructure,11-Aug-15,11-Aug-15,0,80,0,80,24,7,4,60,20,14,1,Emmen-Zwolle,signal failure,0,2
1,19,engineering work,11-Aug-15,11-Aug-15,0,80,0,80,24,7,4,60,20,14,1,Nachtnet Schiphol van 01.30 tot 05.00 uur,repair works,0,2
1,19,infrastructure,11-Aug-15,11-Aug-15,0,80,0,80,24,7,4,60,20,14,1,Dordrecht-Breda/Roosendaal,signal failure,0,2
1,19,accidents,11-Aug-15,11-Aug-15,0,80,0,80,24,7,4,60,20,14,1,Almelo-Hengelo,person hit by a train,0,2
1,19,external,11-Aug-15,11-Aug-15,0,80,0,80,24,7,4,60,20,14,1,Schiphol-Almere C./Hilversum/Utrecht C.,person on the railway track,0,2
1,19,engineering work,12-Aug-15,12-Aug-15,0,80,0,80,23,9,6,60,50,16,3,Leiden C.-Schiphol,repair works,0,4
1,19,accidents,12-Aug-15,12-Aug-15,0,80,0,80,23,9,6,60,50,16,3,Zwolle-Lelystad C.,person hit by a train,0,4
1,19,rolling stock,12-Aug-15,12-Aug-15,0,80,0,80,23,9,6,60,50,16,3,Leiden C.-Almere C./Amsterdam C./Hilversum,broken down train,0,4
1,19,infrastructure,12-Aug-15,12-Aug-15,0,80,0,80,23,9,6,60,50,16,3,Den Haag C.-Leiden C.,points failure,0,4
1,19,external,12-Aug-15,12-Aug-15,0,80,0,80,23,9,6,60,50,16,3,Arnhem-Duisburg Hbf/Winterswijk,person on the railway track,0,4
1,19,engineering work,12-Aug-15,12-Aug-15,0,80,0,80,23,9,6,60,50,16,3,Den Haag C.-Leiden C.,repair works,0,4
1,19,infrastructure,12-Aug-15,12-Aug-15,0,80,0,80,23,9,6,60,50,16,3,Roermond-Eindhoven/Venlo,level crossing failure,0,4
1,22,logistical,13-Aug-15,13-Aug-15,1,80,4,80,28,14,7,60,50,15,3,Schiphol-Leiden C.,an earlier disruption,7,5
1,22,logistical,13-Aug-15,13-Aug-15,1,80,4,80,28,14,7,60,50,15,3,Schiphol-Almere C./Hilversum/Utrecht C.,an earlier disruption,7,5
1,22,logistical,13-Aug-15,13-Aug-15,1,80,4,80,28,14,7,60,50,15,3,Schiphol-Amsterdam C.,an earlier disruption,7,5
1,22,infrastructure,13-Aug-15,13-Aug-15,1,80,4,80,28,14,7,60,50,15,3,Hengelo-Almelo,signal failure,7,5
1,22,infrastructure,13-Aug-15,13-Aug-15,1,80,4,80,28,14,7,60,50,15,3,Roermond-Venlo,signal failure,7,5
1,22,accidents,13-Aug-15,13-Aug-15,1,80,4,80,28,14,7,60,50,15,3,Utrecht C.-'s-Hertogenbosch/Tiel,person hit by a train,7,5
1,22,rolling stock,13-Aug-15,13-Aug-15,1,80,4,80,28,14,7,60,50,15,3,Leiden C.-Alphen a/d Rijn,broken down train,7,5
1,22,engineering work,13-Aug-15,13-Aug-15,1,80,4,80,28,14,7,60,50,15,3,Vannacht herstelwerkzaamheden Schiphol-Leiden 01.00-05.00 uur,repair works,7,5
1,22,rolling stock,13-Aug-15,13-Aug-15,1,80,4,80,28,14,7,60,50,15,3,Utrecht C.-'s-Hertogenbosch/Tiel,broken down train,7,5
1,22,rolling stock,13-Aug-15,13-Aug-15,1,80,4,80,28,14,7,60,50,15,3,Schiphol-Rotterdam C.,broken down train,7,5
1,22,infrastructure,13-Aug-15,13-Aug-15,1,80,4,80,28,14,7,60,50,15,3,Roosendaal-Vlissingen,signalling and points failure,7,5
1,21,weather,14-Aug-15,14-Aug-15,2,80,4,80,25,10,6,70,30,17,1,Utrecht C.-Alphen a/d Rijn/Gouda,lightning strike,7,3
1,21,rolling stock,14-Aug-15,14-Aug-15,2,80,4,80,25,10,6,70,30,17,1,Rotterdam C.-Breda,broken down train,7,3
1,21,rolling stock,14-Aug-15,14-Aug-15,2,80,4,80,25,10,6,70,30,17,1,Leiden C.-Alphen a/d Rijn,broken down train,7,3
1,21,infrastructure,14-Aug-15,14-Aug-15,2,80,4,80,25,10,6,70,30,17,1,Utrecht C.-Rhenen,signal failure,7,3
1,21,rolling stock,14-Aug-15,14-Aug-15,2,80,4,80,25,10,6,70,30,17,1,Almelo-Hengelo,broken down train,7,3
1,21,external,14-Aug-15,14-Aug-15,2,80,4,80,25,10,6,70,30,17,1,Alkmaar,an emergency call,7,3
1,18,infrastructure,15-Aug-15,15-Aug-15,4,90,3,70,22,10,6,80,20,16,1,Maastricht-Sittard,damaged overhead wires,8,3
1,18,accidents,15-Aug-15,15-Aug-15,4,90,3,70,22,10,6,80,20,16,1,Leeuwarden-Zwolle,person hit by a train,8,3
1,18,engineering work,15-Aug-15,15-Aug-15,4,90,3,70,22,10,6,80,20,16,1,"Amsterdam C.-Gouda/Utrecht C., Schiphol-Utrecht C.",over-running engineering works,8,3
1,18,infrastructure,15-Aug-15,15-Aug-15,4,90,3,70,22,10,6,80,20,16,1,Amersfoort-Utrecht C.,signal failure,8,3
1,18,engineering work,15-Aug-15,15-Aug-15,4,90,3,70,22,10,6,80,20,16,1,'s-Hertogenbosch-Utrecht C.,over-running engineering works,8,3
1,18,rolling stock,15-Aug-15,15-Aug-15,4,90,3,70,22,10,6,80,20,16,1,Rotterdam C.-Breda,broken down train,8,3
1,18,infrastructure,15-Aug-15,15-Aug-15,4,90,3,70,22,10,6,80,20,16,1,Zwolle-Lelystad C.,points failure,8,3
1,18,infrastructure,15-Aug-15,15-Aug-15,4,90,3,70,22,10,6,80,20,16,1,Gouda,power failure,8,3
1,18,engineering work,15-Aug-15,15-Aug-15,4,90,3,70,22,10,6,80,20,16,1,Van en naar Schiphol van 01.30-05.00 uur,repair works,8,3
1,18,accidents,15-Aug-15,15-Aug-15,4,90,3,70,22,10,6,80,20,16,1,Eindhoven-Helmond,person hit by a train,8,3
1,18,infrastructure,15-Aug-15,15-Aug-15,4,90,3,70,22,10,6,80,20,16,1,Gouda,power failure,8,3
1,15,infrastructure,16-Aug-15,16-Aug-15,11,90,3,70,18,9,6,70,50,13,3,Delft,problem in a tunnel,12,4
1,15,accidents,16-Aug-15,16-Aug-15,11,90,3,70,18,9,6,70,50,13,3,Rotterdam C.-Hoek v H. Strand,person hit by a train,12,4
1,15,unknown,16-Aug-15,16-Aug-15,11,90,3,70,18,9,6,70,50,13,3,Amsterdam C.-Breda,technical investigation,12,4
1,15,unknown,16-Aug-15,16-Aug-15,11,90,3,70,18,9,6,70,50,13,3,ICdirect langere reistijd,technical investigation,12,4
1,15,unknown,16-Aug-15,16-Aug-15,11,90,3,70,18,9,6,70,50,13,3,Amsterdam C.-Breda,technical investigation,12,4
1,15,rolling stock,16-Aug-15,16-Aug-15,11,90,3,70,18,9,6,70,50,13,3,Rotterdam C.-Breda,broken down train,12,4
1,15,rolling stock,16-Aug-15,16-Aug-15,11,90,3,70,18,9,6,70,50,13,3,Rotterdam C.-Breda,broken down train,12,4
1,15,unknown,16-Aug-15,16-Aug-15,11,90,3,70,18,9,6,70,50,13,3,Eindhoven-'s-Hertogenbosch,an obstruction on the line,12,4
1,15,accidents,16-Aug-15,16-Aug-15,11,90,3,70,18,9,6,70,50,13,3,Eindhoven-Roermond/Weert,collision with a vehicle,12,4
1,15,accidents,17-Aug-15,17-Aug-15,17,90,3,70,16,10,6,90,40,13,2,Hengelo-Almelo,damaged railway bridge,22,4
1,15,infrastructure,17-Aug-15,17-Aug-15,17,90,3,70,16,10,6,90,40,13,2,Zwolle-Kampen,signal and level crossing failure,22,4
1,15,engineering work,17-Aug-15,17-Aug-15,17,90,3,70,16,10,6,90,40,13,2,Rotterdam C.-Antwerpen-C./Breda/Dordrecht,over-running engineering works,22,4
1,15,external,17-Aug-15,17-Aug-15,17,90,3,70,16,10,6,90,40,13,2,"Den Haag C.-Den Haag HS/Leiden C., Leiden C.-Den Haag HS",person on the railway track,22,4
1,15,infrastructure,17-Aug-15,17-Aug-15,17,90,3,70,16,10,6,90,40,13,2,Rotterdam C.-Den Haag C.,signal failure,22,4
1,15,infrastructure,17-Aug-15,17-Aug-15,17,90,3,70,16,10,6,90,40,13,2,Deventer-Enschede,signal failure,22,4
1,15,infrastructure,17-Aug-15,17-Aug-15,17,90,3,70,16,10,6,90,40,13,2,Zutphen-Deventer,signal failure,22,4
1,15,accidents,17-Aug-15,17-Aug-15,17,90,3,70,16,10,6,90,40,13,2,Zutphen-Hengelo,collision,22,4
1,15,infrastructure,17-Aug-15,17-Aug-15,17,90,3,70,16,10,6,90,40,13,2,Zwolle-Almelo,signal failure,22,4
1,15,infrastructure,18-Aug-15,18-Aug-15,4,90,1,80,18,10,6,80,30,13,3,Vlissingen-Roosendaal,power failure,2,5
1,15,engineering work,18-Aug-15,18-Aug-15,4,90,1,80,18,10,6,80,30,13,3,Groningen-Delfzijl,over-running engineering works,2,5
1,15,rolling stock,18-Aug-15,18-Aug-15,4,90,1,80,18,10,6,80,30,13,3,Utrecht C.-Amsterdam C./Schiphol,broken down train,2,5
1,15,infrastructure,18-Aug-15,18-Aug-15,4,90,1,80,18,10,6,80,30,13,3,Den Haag C.-Rotterdam C.,signal failure,2,5
1,15,rolling stock,18-Aug-15,18-Aug-15,4,90,1,80,18,10,6,80,30,13,3,Alkmaar-Zaandam,broken down train,2,5
1,15,infrastructure,18-Aug-15,18-Aug-15,4,90,1,80,18,10,6,80,30,13,3,Utrecht C.-Alphen a/d Rijn/Gouda,points failure,2,5
1,15,unknown,18-Aug-15,18-Aug-15,4,90,1,80,18,10,6,80,30,13,3,Schiphol-Hilversum,,2,5
1,15,rolling stock,18-Aug-15,18-Aug-15,4,90,1,80,18,10,6,80,30,13,3,Utrecht C.-Rhenen,broken down train,2,5
1,17,rolling stock,19-Aug-15,19-Aug-15,0,80,0,80,22,8,5,60,50,13,1,Stavoren-Leeuwarden,broken down train,0,3
1,17,external,19-Aug-15,19-Aug-15,0,80,0,80,22,8,5,60,50,13,1,Heerlen-Sittard,an emergency call,0,3
1,17,rolling stock,19-Aug-15,19-Aug-15,0,80,0,80,22,8,5,60,50,13,1,Heerlen-Sittard,broken down train,0,3
1,17,rolling stock,19-Aug-15,19-Aug-15,0,80,0,80,22,8,5,60,50,13,1,Utrecht C.,broken down train,0,3
1,17,engineering work,19-Aug-15,19-Aug-15,0,80,0,80,22,8,5,60,50,13,1,Zutphen-Arnhem,repair works,0,3
1,17,external,19-Aug-15,19-Aug-15,0,80,0,80,22,8,5,60,50,13,1,'s-Hertogenbosch-Oss,an emergency call,0,3
1,17,external,19-Aug-15,19-Aug-15,0,80,0,80,22,8,5,60,50,13,1,Rotterdam C.-Den Haag C./Hoek v H. Strand,person on the railway track,0,3
1,17,infrastructure,19-Aug-15,19-Aug-15,0,80,0,80,22,8,5,60,50,13,1,Amersfoort-Rotterdam C.,signalling and points failure,0,3
1,17,rolling stock,19-Aug-15,19-Aug-15,0,80,0,80,22,8,5,60,50,13,1,Almere C.-Lelystad C.,broken down train,0,3
1,17,unknown,19-Aug-15,19-Aug-15,0,80,0,80,22,8,5,60,50,13,1,Rotterdam C.-Hoek v H. Strand,multiple disruptions,0,3
1,17,unknown,19-Aug-15,19-Aug-15,0,80,0,80,22,8,5,60,50,13,1,Den Haag C.,multiple disruptions,0,3
1,17,unknown,19-Aug-15,19-Aug-15,0,80,0,80,22,8,5,60,50,13,1,Utrecht C.-Rotterdam C.,multiple disruptions,0,3
1,17,logistical,19-Aug-15,19-Aug-15,0,80,0,80,22,8,5,60,50,13,1,Den Haag HS-Dordrecht,an earlier disruption,0,3
1,17,external,19-Aug-15,19-Aug-15,0,80,0,80,22,8,5,60,50,13,1,Amsterdam C.-Utrecht C.,an emergency call,0,3
1,17,infrastructure,19-Aug-15,19-Aug-15,0,80,0,80,22,8,5,60,50,13,1,Amersfoort-Utrecht C.,signal failure,0,3
1,17,infrastructure,19-Aug-15,19-Aug-15,0,80,0,80,22,8,5,60,50,13,1,Amsterdam C.-Amersfoort,signal failure,0,3
1,17,infrastructure,19-Aug-15,19-Aug-15,0,80,0,80,22,8,5,60,50,13,1,Utrecht C.-Baarn,signal and level crossing failure,0,3
1,18,engineering work,20-Aug-15,20-Aug-15,0,70,0,80,24,7,4,50,40,12,1,Herstelwerkzaamheden Utrecht Centraal - Driebergen-Zeist,repair works,0,2
1,18,engineering work,20-Aug-15,20-Aug-15,0,70,0,80,24,7,4,50,40,12,1,Utrecht C.-Ede-Wageningen/Rhenen,repair works,0,2
1,18,infrastructure,20-Aug-15,20-Aug-15,0,70,0,80,24,7,4,50,40,12,1,Den Helder-Alkmaar,points failure,0,2
1,18,infrastructure,20-Aug-15,20-Aug-15,0,70,0,80,24,7,4,50,40,12,1,Eindhoven-Roermond,signal and level crossing failure,0,2
1,18,rolling stock,20-Aug-15,20-Aug-15,0,70,0,80,24,7,4,50,40,12,1,Dordrecht-Breda/Roosendaal,broken down train,0,2
1,20,external,21-Aug-15,21-Aug-15,0,80,0,80,25,7,4,50,40,14,1,Roosendaal-Vlissingen,copper theft,0,2
1,20,accidents,21-Aug-15,21-Aug-15,0,80,0,80,25,7,4,50,40,14,1,Haarlem-Dordrecht,person hit by a train,0,2
1,20,rolling stock,21-Aug-15,21-Aug-15,0,80,0,80,25,7,4,50,40,14,1,Schiphol,broken down train,0,2
1,20,logistical,21-Aug-15,21-Aug-15,0,80,0,80,25,7,4,50,40,14,1,Haarlem-Rotterdam C.,disruption elsewhere,0,2
1,20,accidents,21-Aug-15,21-Aug-15,0,80,0,80,25,7,4,50,40,14,1,Amsterdam C.-Breda,person hit by a train,0,2
1,20,rolling stock,21-Aug-15,21-Aug-15,0,80,0,80,25,7,4,50,40,14,1,Zaandam-Alkmaar,broken down train,0,2
1,20,rolling stock,21-Aug-15,21-Aug-15,0,80,0,80,25,7,4,50,40,14,1,Alkmaar-Haarlem/Zaandam,broken down train,0,2
1,20,external,21-Aug-15,21-Aug-15,0,80,0,80,25,7,4,50,40,14,1,Almere C.-Lelystad C.,an emergency call,0,2
1,21,infrastructure,22-Aug-15,22-Aug-15,0,60,0,80,26,9,6,40,60,15,2,Delft-Den Haag HS,signal failure,0,4
1,21,infrastructure,22-Aug-15,22-Aug-15,0,60,0,80,26,9,6,40,60,15,2,Leiden C.-Alphen a/d Rijn,points failure,0,4
1,21,engineering work,22-Aug-15,22-Aug-15,0,60,0,80,26,9,6,40,60,15,2,Gouda-Rotterdam C.,repair works,0,4
1,21,infrastructure,22-Aug-15,22-Aug-15,0,60,0,80,26,9,6,40,60,15,2,Utrecht C.-Rhenen,signal failure,0,4
1,21,engineering work,22-Aug-15,22-Aug-15,0,60,0,80,26,9,6,40,60,15,2,Rotterdam Centraal-Gouda van 17.30 tot 19.30 uur,repair works,0,4
1,21,infrastructure,22-Aug-15,22-Aug-15,0,60,0,80,26,9,6,40,60,15,2,Baarn-Utrecht C.,level crossing failure,0,4
1,20,accidents,23-Aug-15,23-Aug-15,3,60,3,80,26,15,9,40,50,15,2,'s-Hertogenbosch-Eindhoven,person hit by a train,6,5
1,20,rolling stock,23-Aug-15,23-Aug-15,3,60,3,80,26,15,9,40,50,15,2,'s-Hertogenbosch-Breda,broken down train,6,5
1,20,rolling stock,23-Aug-15,23-Aug-15,3,60,3,80,26,15,9,40,50,15,2,Amsterdam C.-Breda,broken down train,6,5
1,20,external,23-Aug-15,23-Aug-15,3,60,3,80,26,15,9,40,50,15,2,Zaandam-Alkmaar,an animal on the railway track,6,5
1,18,infrastructure,24-Aug-15,24-Aug-15,3,80,5,80,23,16,8,60,20,14,1,Den Haag C.-Gouda,signal failure,9,4
1,18,engineering work,24-Aug-15,24-Aug-15,3,80,5,80,23,16,8,60,20,14,1,Arnhem-Zutphen,repair works,9,4
1,18,rolling stock,24-Aug-15,24-Aug-15,3,80,5,80,23,16,8,60,20,14,1,Haarlem-Leiden C.,broken down train,9,4
1,18,infrastructure,24-Aug-15,24-Aug-15,3,80,5,80,23,16,8,60,20,14,1,Enschede-Almelo,signal failure,9,4
1,18,external,24-Aug-15,24-Aug-15,3,80,5,80,23,16,8,60,20,14,1,Alkmaar-Hoorn,an emergency call,9,4
1,18,rolling stock,24-Aug-15,24-Aug-15,3,80,5,80,23,16,8,60,20,14,1,Zaandam-Alkmaar,broken down train,9,4
1,18,rolling stock,24-Aug-15,24-Aug-15,3,80,5,80,23,16,8,60,20,14,1,Gouda-Alphen a/d Rijn,broken down train,9,4
1,18,infrastructure,24-Aug-15,24-Aug-15,3,80,5,80,23,16,8,60,20,14,1,Schiphol-Ede-Wageningen,signal failure,9,4
1,18,engineering work,24-Aug-15,24-Aug-15,3,80,5,80,23,16,8,60,20,14,1,Rotterdam Centraal-Den Haag HS tot 05.00 uur,repair works,9,4
1,18,accidents,24-Aug-15,24-Aug-15,3,80,5,80,23,16,8,60,20,14,1,Helmond-Venlo,person hit by a train,9,4
1,18,unknown,24-Aug-15,24-Aug-15,3,80,5,80,23,16,8,60,20,14,1,Rotterdam C.-Den Haag C.,multiple disruptions,9,4
1,18,logistical,24-Aug-15,24-Aug-15,3,80,5,80,23,16,8,60,20,14,1,Leiden C.-Den Haag C./Den Haag HS,an earlier disruption,9,4
1,17,engineering work,25-Aug-15,25-Aug-15,5,80,3,80,20,15,9,50,50,14,5,Rotterdam C.-Den Haag HS,repair works,7,7
1,17,rolling stock,25-Aug-15,25-Aug-15,5,80,3,80,20,15,9,50,50,14,5,Almelo-Mariënberg,problems with the rolling stock,7,7
1,17,infrastructure,25-Aug-15,25-Aug-15,5,80,3,80,20,15,9,50,50,14,5,Utrecht C.-Amsterdam C./Schiphol,points failure,7,7
1,17,infrastructure,25-Aug-15,25-Aug-15,5,80,3,80,20,15,9,50,50,14,5,Hilversum-Almere C./Amsterdam C./Schiphol,points failure,7,7
1,17,rolling stock,25-Aug-15,25-Aug-15,5,80,3,80,20,15,9,50,50,14,5,Alphen aan den Rijn-Bodegraven 19.00-20.00 uur,broken down train,7,7
1,17,engineering work,25-Aug-15,25-Aug-15,5,80,3,80,20,15,9,50,50,14,5,Hengelo-Enschede,repair works,7,7
1,17,rolling stock,25-Aug-15,25-Aug-15,5,80,3,80,20,15,9,50,50,14,5,Dordrecht-Geldermalsen,broken down train,7,7
1,20,infrastructure,26-Aug-15,26-Aug-15,2,80,8,80,25,17,9,60,60,16,3,Schiphol-Hoofddorp/Leiden C./Rotterdam C.,signalling and points failure,11,6
